id,Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm,
684,Đình Đình Bảng,"thuộc huyện Từ Sơn, là ngôi đình cổ xây dựng cuối thế kỷ 18, nổi tiếng với gần 500 bức phù điêu chạm khắc tinh xảo, thể hiện nghệ thuật điêu khắc độc đáo.",Bắc Ninh,"Đình, Di tích lịch sử, Công trình kiến trúc","https://www.google.com/maps/place/%C4%90%C3%ACnh+%C4%90%C3%ACnh+B%E1%BA%A3ng/@21.1083196,105.9517447,17z/data=!3m1!4b1!4m6!3m5!1s0x313507ebfa3882b9:0xdb4fb8312d74982a!8m2!3d21.1083196!4d105.9517447!16s%2Fm%2F03cfnbk?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1zEL32iMgOpPz3rH7rEOmFAvjXLPvk0-s,
685,Làng tranh Đông Hồ,"Làng tranh Đông Hồ, xã Song Hồ, huyện Thuận Thành, nổi tiếng với nghề in tranh dân gian, phản ánh cuộc sống và phong tục Việt Nam qua các thời kỳ.",Bắc Ninh,"Làng nghề truyền thống, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/L%C3%A0ng+Tranh+d%C3%A2n+gian+%C4%90%C3%B4ng+H%E1%BB%93,+th%C3%B4n+R%C3%AAnTi%C3%AAn+Du,+B%E1%BA%AFc+Ninh,+Vi%E1%BB%87t+Nam/@21.069073,106.0754656,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a0af893ca7f7:0x83454dd800b7c788!8m2!3d21.0688056!4d106.0754075!16s%2Fg%2F11btx5hhc6?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1ELjXLQ8AS1Ev4h6xNXs2K2jSIEH0yXA4,
686,Nhà thờ Chánh Tòa Bắc Ninh,"Nhà thờ Chánh Tòa, tại phường Suối Hoa, thành phố Bắc Ninh, được xây dựng từ thế kỷ 19, với kiến trúc Gothic độc đáo, thu hút du khách bởi sự cổ kính và trang nghiêm.",Bắc Ninh,"Nhà thờ, Công trình kiến trúc","https://www.google.com/maps/place/Nh%C3%A0+Th%E1%BB%9D+Ch%C3%ADnh+T%C3%B2a+Gi%C3%A1o+Ph%E1%BA%ADn+B%E1%BA%AFc+Ninh/@21.1802299,106.0623281,17z/data=!3m1!4b1!4m6!3m5!1s0x31350ea9bea52b0f:0x51593f94773364f4!8m2!3d21.1802299!4d106.0623281!16s%2Fg%2F1n3dw82b_?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",170jicdUrMxTOpNTZuJ9hjUmi3rBt3hyO,
687,LÀNG NGHỀ ĐÚC ĐỒNG ĐẠI BÁI,"Làng nghề đúc đồng Đại Bái (tỉnh Bắc Ninh) là một trong những làng nghề truyền thống lâu đời và nổi tiếng nhất của Việt Nam với lịch sử hơn 1.000 năm. Đây là nơi lưu giữ và phát triển tinh hoa nghề đúc đồng với các sản phẩm tinh xảo như tượng Phật, đồ thờ cúng, trống đồng, và các vật dụng trang trí bằng đồng. Đến với Đại Bái, du khách không chỉ được chiêm ngưỡng quy trình chế tác thủ công công phu, mà còn có cơ hội gặp gỡ nghệ nhân, tìm hiểu văn hóa làng nghề, và hòa mình vào không gian mang đậm dấu ấn lịch sử và nghệ thuật.",Bắc Ninh,"Làng nghề truyền thống, Địa điểm nổi tiếng","https://www.google.com/maps/place/L%C3%80NG+NGH%E1%BB%80+%C4%90%C3%9AC+%C4%90%E1%BB%92NG+%C4%90%E1%BA%A0I+B%C3%81I/@21.0497957,105.9916957,11z/data=!4m10!1m2!2m1!1zTMOgbmcgbmdo4buBIMSRw7pjIMSR4buTbmcgUGjDuiBUaMaw4bujbmc!3m6!1s0x3135a1fa998c3b81:0xdf09617a00a5165!8m2!3d21.0493199!4d106.1425327!15sCilMw6BuZyBuZ2jhu4EgxJHDumMgxJHhu5NuZyBQaMO6IFRoxrDhu6NuZ1orIilsw6BuZyBuZ2jhu4EgxJHDumMgxJHhu5NuZyBwaMO6IHRoxrDhu6NuZ5IBDmZlbmdfc2h1aV9zaG9wmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJtWjJaeU1IQjNSUkFC4AEA-gEECCcQNA!16s%2Fg%2F11tc9x43ll?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1rI7Vyf3-V5vhgrr4g3fCLH38E2cb8bA5,
688,Làng gốm Phù Lãng,"Làng gốm Phù Lãng, huyện Quế Võ, là làng nghề truyền thống với sản phẩm gốm sứ đa dạng, được làm thủ công và trang trí tinh xảo, thu hút du khách bởi sự độc đáo và đa dạng.",Bắc Ninh,"Làng nghề truyền thống, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/L%C3%A0ng+ngh%E1%BB%81+g%E1%BB%91m+Ph%C3%B9+L%C3%A3ng/@21.156487,106.2519217,17z/data=!4m10!1m2!2m1!1zTMOgbmcgZ-G7kW0gUGjDuSBMw6NuZw!3m6!1s0x31357110cf4fee47:0x1784fee169df88a8!8m2!3d21.156487!4d106.2541104!15sChZMw6BuZyBn4buRbSBQaMO5IEzDo25nWhgiFmzDoG5nIGfhu5FtIHBow7kgbMOjbmeSAQVzdG9yZeABAA!16s%2Fg%2F11m_gx1lyq?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1wpjriIhq5lTAA7Acvtb5HJcfgVx9PaQq,
689,Thành cổ Luy Lâu,"Thành cổ Luy Lâu, nằm tại xã Thanh Khương, huyện Thuận Thành, là di tích lịch sử với niên đại hơn 2.000 năm, từng là trung tâm chính trị, kinh tế của vùng Kinh Bắc.",Bắc Ninh,"Di tích lịch sử, Địa điểm nổi tiếng","https://www.google.com/maps/place/Khu+B%E1%BA%A3o+T%E1%BB%93n+V%C4%83n+Ho%C3%A1+D%C3%A2n+Gian+Luy+L%C3%A2u/@21.0130596,105.8849973,11z/data=!4m10!1m2!2m1!1zVGjDoG5oIGPhu5UgTHV5IEzDonU!3m6!1s0x3135a6dc717f906b:0xd50d0afc27cc81b0!8m2!3d21.0130596!4d106.025073!15sChRUaMOgbmggY-G7lSBMdXkgTMOidVoWIhR0aMOgbmggY-G7lSBsdXkgbMOidZIBBm11c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNeWFqbERlbGRCRUFF4AEA-gEECAAQPA!16s%2Fg%2F11f_dw8_k6?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1hfNgp2O08nsWSX5KuYhYvMEINxVj1y7j,
690,Đền Bà Chúa Kho,"Đền Bà Chúa Kho, phường Vũ Ninh, thành phố Bắc Ninh, là nơi thờ bà Chúa Kho, vị thần tài trong tín ngưỡng dân gian, thu hút nhiều người đến cầu may mắn, tài lộc.",Bắc Ninh,"Đền, Lễ hội địa phương","https://www.google.com/maps/place/%C4%90%E1%BB%81n+B%C3%A0+Ch%C3%BAa+Kho/@21.2049918,106.0856166,17z/data=!3m1!4b1!4m6!3m5!1s0x31350c381f792de3:0x445ed54e38660185!8m2!3d21.2049918!4d106.0856166!16s%2Fm%2F0knljrx?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1UVqWbwT_tLQGqf04abFh-oKG4gs3kBiT,
691,Công viên Nguyễn Văn Cừ,"Công viên Nguyễn Văn Cừ, thành phố Bắc Ninh, là không gian xanh với nhiều cây cối, khu vui chơi, thu hút người dân và du khách đến thư giãn.",Bắc Ninh,"Công viên, Thiên nhiên, Tượng đài","https://www.google.com/maps/place/C%C3%B4ng+vi%C3%AAn+Nguy%E1%BB%85n+V%C4%83n+C%E1%BB%AB/@21.1688333,106.0716193,17z/data=!3m1!4b1!4m6!3m5!1s0x31350bddaedca87d:0x4b57271a3c600c29!8m2!3d21.1688333!4d106.0716193!16s%2Fg%2F11l6czvzmf?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1OapvtRAKNM9lKq5eTTVZgvPXxnGjjTiI,
692,Lễ hội Lim,"Diễn ra vào tháng Giêng hàng năm, là lễ hội nổi tiếng của vùng Kinh Bắc với hát Quan họ trên thuyền và các trò chơi dân gian.",Bắc Ninh,"Lễ hội địa phương, Địa điểm nổi tiếng, Di tích lịch sử","https://www.google.com/maps/place/H%E1%BB%99i+Lim/@21.1400629,106.0197632,17z/data=!3m1!4b1!4m6!3m5!1s0x31350977d9861eed:0xdc06f8124cfc7c7a!8m2!3d21.1400629!4d106.0197632!16s%2Fg%2F11n5k96l_1?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1-G6_bbQvD1elkTEBbrTPotHhVTwcOmOi,
693,Chùa Tam Thanh,"Nằm trong lòng núi, động Tam Thanh nổi tiếng với những khối thạch nhũ kỳ vĩ và bức tượng Phật khổng lồ.",Lạng Sơn,"Đền, Chùa, Di tích lịch sử, Lễ hội địa phương.","https://www.google.com/maps/place/Ch%C3%B9a+Tam+Thanh/@21.8555833,106.7471727,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54e12aa4fd65b:0xc018b93fe093ef52!8m2!3d21.8555833!4d106.7471727!16s%2Fg%2F121yyhnv?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1zhDz4wH28BaCDUCzWMhu6s_8VbCdLsNS,
694,Động Nhị Thanh,"Gần động Tam Thanh, động Nhị Thanh cũng có những nhũ đá độc đáo và không gian tĩnh lặng.",Lạng Sơn,"Thắng cảnh thiên nhiên, Động.​","https://www.google.com/maps/place/%C4%90%E1%BB%99ng+Nh%E1%BB%8B+Thanh/@21.8513034,106.7517012,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54f4006e3a453:0x65fad3627efd704a!8m2!3d21.8513034!4d106.7517012!16s%2Fg%2F11rz2s1t3c?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1DCNZmOUHWQNDR2LjuGUsrVJafMfwQ5W5,
695,Di tích Chùa Tiên,"Chùa nằm trên đỉnh núi, với kiến trúc cổ kính và tầm nhìn toàn cảnh thành phố Lạng Sơn.",Lạng Sơn,"Chùa, Công trình kiến trúc, Điểm ngắm cảnh tự nhiên.​","https://www.google.com/maps/place/Di+T%C3%ADch+Ch%C3%B9a+Ti%C3%AAn/@21.8363282,106.7569654,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54dda39adefc5:0x46d109ac8dfd0e09!8m2!3d21.8363282!4d106.7569654!16s%2Fg%2F1v44nq5s?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1AFUGrelV_yIhCIywr7SM0Ud6T2wBhNA2,
696,Cổng ga Đồng Đăng,"Công viên rộng rãi với nhiều cây xanh, hồ nước và khu vui chơi giải trí.",Lạng Sơn,"Điểm chụp ảnh đẹp, Thiên nhiên.","https://www.google.com/maps/place/C%E1%BB%95ng+ga+%C4%90%E1%BB%93ng+%C4%90%C4%83ng/@21.9427793,106.6629064,13z/data=!4m10!1m2!2m1!1zQ8O0bmcgdmnDqm4gxJDhu5NuZyDEkMSDbmc!3m6!1s0x36b55bf322b3298d:0x4ebf7beb0d100c9f!8m2!3d21.9427793!4d106.6979253!15sChpDw7RuZyB2acOqbiDEkOG7k25nIMSQxINuZ5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11syxdgjq3?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",185EJwg3PbaezJIvzpHRq6d-H-_banfjo,
697,Phố đi bộ Chợ đêm Lạng Sơn,Nơi tập trung nhiều gian hàng ẩm thực và đặc sản địa phương.,Lạng Sơn,"Phố đi bộ, Phố ẩm thực, Chợ đêm.​","https://www.google.com/maps/place/Ph%E1%BB%91+%C4%91i+b%E1%BB%99+L%E1%BA%A1ng+S%C6%A1n/@21.8576908,106.7575938,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54f4bdf33f90f:0x103b158de27ccb21!8m2!3d21.8576908!4d106.7575938!16s%2Fg%2F11mtsbqlkw?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1mSq6AtsODdx9FDtZ6Ir4YhEbhLSb2k8R,
698,Đền Mẫu Đồng Đăng,"Đền thờ vị thần bảo vệ vùng đất, với kiến trúc đặc trưng và không gian linh thiêng.",Lạng Sơn,"Đền, Công trình kiến trúc, Lễ hội địa phương.​","https://www.google.com/maps/place/%C4%90%E1%BB%81n+M%E1%BA%ABu+%C4%90%E1%BB%93ng+%C4%90%C4%83ng/@21.9514883,106.6964896,17z/data=!3m1!4b1!4m6!3m5!1s0x36b55a99b2f9c5cf:0xaa4324a71c71dae7!8m2!3d21.9514883!4d106.6964896!16s%2Fg%2F1jkvgxst5?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1OEFXoCl1KbyC6L6zz4e_fEBWmTYvLzix,
699,Thác Bản Giốc,"Một trong những thác nước đẹp nhất Việt Nam, nằm trên biên giới Việt-Trung.",Lạng Sơn,"Thác, Thắng cảnh thiên nhiên, Điểm ngắm cảnh tự nhiên.​","https://www.google.com/maps/place/Th%C3%A1c+B%E1%BA%A3n+Gi%E1%BB%91c/@22.8543452,106.7242663,17z/data=!3m1!4b1!4m6!3m5!1s0x36ca643ca72ac71b:0xd00c006bac4a0f37!8m2!3d22.8543452!4d106.7242663!16zL20vMGc2X2dt?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1GuaHOkeTQIkjlgijU-RQfre_2uwCQf6i,
700,Phố cổ Đồng Đăng,Khu phố với nhiều cửa hàng bán đặc sản và hàng hóa từ Trung Quốc.,Lạng Sơn,"Khu phố cổ, Mua sắm, Phố ẩm thực.​","https://www.google.com/maps/place/Ph%E1%BB%91+C%E1%BB%95+%C4%90%E1%BB%93ng+V%C4%83n/@23.2790151,105.3613792,17z/data=!3m1!4b1!4m6!3m5!1s0x36cbe6d563596c85:0x692955ec00cb64d5!8m2!3d23.2790151!4d105.3613792!16s%2Fg%2F12377jq9?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1GhibkVb4Qe72S7pGGUkee2hx5BnB4iy8,
701,Bảo tàng Lạng Sơn,Trưng bày nhiều hiện vật lịch sử và văn hóa của vùng đất Lạng Sơn.,Lạng Sơn,"Bảo tàng, Phòng triển lãm, Di tích lịch sử.​","https://www.google.com/maps/place/B%E1%BA%A3o+T%C3%A0ng+T%E1%BB%89nh+L%E1%BA%A1ng+S%C6%A1n/@21.8438274,106.7578472,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54e6f73be08fd:0xe164a95b12700d9f!8m2!3d21.8438274!4d106.7578472!16s%2Fg%2F11h414b4pv?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1nuInCiZkT5wITVGpWY_Zg4Y962j96O4E,
702,Đền Kỳ Cùng,"Đền thờ thần Kỳ Cùng, với kiến trúc cổ và không gian thanh tịnh.",Lạng Sơn,"Đền, Công trình kiến trúc, Lễ hội địa phương.​","https://www.google.com/maps/place/%C4%90%E1%BB%81n+K%E1%BB%B3+C%C3%B9ng/@21.8513526,106.7580229,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54e70896387cf:0x5e4358f542adf72b!8m2!3d21.8513526!4d106.7580229!16s%2Fg%2F12lnhys75?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1NahSsuaBT4dtH7n_aiksel1VG9k-IDK-,
703,Đỉnh Mẫu Sơn,"Nơi có khí hậu mát mẻ quanh năm, với nhiều điểm tham quan và cắm trại.",Lạng Sơn,"Đồi, Thiên nhiên, Cắm trại.​","https://www.google.com/maps/place/%C4%90%E1%BB%89nh+M%E1%BA%ABu+S%C6%A1n/@22.0622332,105.4449549,8z/data=!4m10!1m2!2m1!1zxJDhu5NpIE3huqt1IFPGoW4!3m6!1s0x36b53621e4768219:0x543c9fcd31698f21!8m2!3d21.8498681!4d106.9171429!15sChHEkOG7k2kgTeG6q3UgU8ahbloTIhHEkeG7k2kgbeG6q3Ugc8ahbpIBBHBlYWuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkljMk5oT0c5UlJSQULgAQD6AQQIABBA!16s%2Fg%2F12qhcxcl8?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1vjA8Tyh6C6uOMSccGifPSXN6DzzGp9tX,
704,Công viên Chi Lăng Lạng Sơn,Công viên giải trí với nhiều hoạt động và trò chơi cho mọi lứa tuổi.,Lạng Sơn,"Công viên, Khu vui chơi, Thiên nhiên.​","https://www.google.com/maps/place/C%C3%B4ng+vi%C3%AAn+Chi+L%C4%83ng+-+TP+L%E1%BA%A1ng+S%C6%A1n/@21.84505,106.7497649,15z/data=!4m10!1m2!2m1!1zQ8O0bmcgdmnDqm4gVsSDbiBow7NhIEzhuqFuZyBTxqFu!3m6!1s0x36b54e778812adad:0x134c0c2b8104bcaf!8m2!3d21.84505!4d106.7585196!15sCiFDw7RuZyB2acOqbiBWxINuIGjDs2EgTOG6oW5nIFPGoW5aIyIhY8O0bmcgdmnDqm4gdsSDbiBow7NhIGzhuqFuZyBzxqFukgEEcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSQ2VEVkVaa05uRUFF4AEA-gEECAAQQw!16s%2Fg%2F11clsgktx4?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1juFAif1Dw7-t2J2sEElexMjEqd826npk,
705,Đền Quan Lớn Tuần Tranh,"Đền thờ các vị anh hùng dân tộc, với kiến trúc cổ và không gian trang nghiêm.",Lạng Sơn,"Đền, Công trình kiến trúc, Lễ hội địa phương.​","https://www.google.com/maps/place/%C4%90%E1%BB%81n+Quan+L%E1%BB%9Bn+Tu%E1%BA%A7n+Tranh/@21.8512856,106.7578678,17z/data=!3m1!4b1!4m6!3m5!1s0x36b54e708eeccccb:0x97d08f291a56ac06!8m2!3d21.8512856!4d106.7578678!16s%2Fg%2F11fxyk31nx?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1Gs-ORvH659QORoSMHekVKgkyKyStLpD1,
706,Đèo Bông Lau,"Đèo nối liền Lạng Sơn với Cao Bằng, với cảnh quan thiên nhiên hùng vĩ.",Lạng Sơn,"Đèo, Đi xe đạp tham quan, Đi bộ đường dài.","https://www.google.com/maps/place/%C4%90%C3%A8o+B%C3%B4ng+Lau/@22.3393385,106.4512753,14z/data=!3m1!4b1!4m6!3m5!1s0x36ca83529181d6cf:0xfe4e293851dd8f13!8m2!3d22.3393389!4d106.4512753!16s%2Fg%2F122rjx6q?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1V_LIG1cn_ANV3M1EiSdP2hU-XNqcnXFp,
707,Hồ Núi Cốc,"Hồ Núi Cốc là điểm đến nổi tiếng với phong cảnh hữu tình, có hơn 80 đảo lớn nhỏ, phù hợp cho các hoạt động giải trí, nghỉ dưỡng và tham quan sinh thái.",Thái Nguyên,"Hồ, Thiên nhiên, Điểm ngắm cảnh tự nhiên, Khu vui chơi, Chèo thuyền, Picnic","https://www.google.com/maps/place/H%E1%BB%93+N%C3%BAi+C%E1%BB%91c/@21.5684426,105.6930464,13z/data=!3m1!4b1!4m6!3m5!1s0x3134dea8853204a9:0x23449a4c113da7c1!8m2!3d21.5815814!4d105.6969788!16s%2Fm%2F0cc905v?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1WBEBEZ21M-t7mGqKwF62Bx9ffCGemzVp,
708,Bảo tàng Văn hóa các Dân tộc Việt Nam,"Bảo tàng lưu giữ hàng chục nghìn hiện vật quý, phản ánh đời sống và văn hóa của 54 dân tộc Việt Nam.",Thái Nguyên,"Bảo tàng, Di tích lịch sử, Phòng triển lãm, Địa điểm nổi tiếng","https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+V%C4%83n+h%C3%B3a+c%C3%A1c+D%C3%A2n+t%E1%BB%99c+Vi%E1%BB%87t+Nam/@21.5967818,105.8384717,17z/data=!3m1!4b1!4m6!3m5!1s0x313526e5a61698eb:0x775afb3ef74d7bc3!8m2!3d21.5967818!4d105.8384717!16s%2Fg%2F1225f1lg?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1fB4c-OztHXMtN_n6gtNZqRgnTcPSRVgf,
709,Chùa Hang (Kim Sơn Tự),"Nằm trong lòng ba ngọn núi lớn tại huyện Đồng Hỷ, Chùa Hang là một di tích cấp quốc gia với kiến trúc độc đáo và không gian tâm linh linh thiêng.",Thái Nguyên,"Chùa, Công trình kiến trúc, Điểm chụp ảnh đẹp, Địa điểm tham quan miễn phí","https://www.google.com/maps/place/Ch%C3%B9a+Hang(+Kim+S%C6%A1n+T%E1%BB%B1)/@21.6584535,105.7869496,13z/data=!4m10!1m2!2m1!1zQ2jDuWEgSGFuZyAoS2ltIFPGoW4gVOG7sSk!3m6!1s0x31352700467d2e55:0x624e7d5f322ed7ec!8m2!3d21.6584535!4d105.8219685!15sChpDaMO5YSBIYW5nIChLaW0gU8ahbiBU4buxKZIBD2J1ZGRoaXN0X3RlbXBsZeABAA!16s%2Fg%2F11vt83xxpb?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1lYvhCc9LlC5nVYRriNyti91pf0mzN3uU,
710,Khu ATK Định Hóa,"Di tích lịch sử cách mạng quan trọng, nơi Chủ tịch Hồ Chí Minh từng sống và làm việc trong kháng chiến.",Thái Nguyên,"Di tích lịch sử, Địa điểm nổi tiếng, Đài tưởng niệm","https://www.google.com/maps/place/Du+l%E1%BB%8Bch+ATK+%C4%90%E1%BB%8Bnh+H%C3%B3a+(+ATK)+An+To%C3%A0n+Khu+(+ATK+Vi%E1%BB%87t+B%E1%BA%AFc)/@21.7878051,105.509767,17z/data=!3m1!4b1!4m6!3m5!1s0x3134cc0386058c15:0x6888c8bc59f90ef1!8m2!3d21.7878051!4d105.509767!16s%2Fg%2F1hc0ggfcd?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",10MWiBNdTSzI-BwdSomb6JfNyWW6G8Obc,
711,Đồi chè Tân Cương,"Nơi trồng và sản xuất chè Thái Nguyên nổi tiếng, du khách có thể tham quan và thưởng thức đặc sản chè.",Thái Nguyên,"Làng nghề truyền thống, Thiên nhiên, Điểm chụp ảnh đẹp, Picnic","https://www.google.com/maps/place/%C4%90%E1%BB%93i+Ch%C3%A8+T%C3%A2n+C%C6%B0%C6%A1ng+-+HTX+Ti%E1%BA%BFn+Y%C3%AAn/@21.5429972,105.7606223,17z/data=!4m10!1m2!2m1!1zxJDhu5NpIGNow6ggVMOibiBDxrDGoW5n!3m6!1s0x3134df855f8a25cf:0xf817203590e3aed0!8m2!3d21.5429972!4d105.762811!15sChjEkOG7k2kgY2jDqCBUw6JuIEPGsMahbmdaGiIYxJHhu5NpIGNow6ggdMOibiBjxrDGoW5nkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVI2ZUUxRFNXZG5SUkFC4AEA-gEECAAQJQ!16s%2Fg%2F11l26xzb53?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1FbpsMtVTzAIq3cXHfsW6c0IVd34e5tqn,
712,Hồ Ghềnh Chè,"Hồ nước rộng lớn với rừng thông bao quanh, lý tưởng cho dã ngoại, câu cá và cắm trại.",Thái Nguyên,"Hồ, Thiên nhiên, Cắm trại, Picnic, Đi xe đạp tham quan","https://www.google.com/maps/place/H%E1%BB%93+Gh%E1%BB%81nh+Ch%C3%A8/@21.5073735,105.7747642,15z/data=!3m1!4b1!4m6!3m5!1s0x3134df8f4cb586a3:0xbd1b0dc070712e5d!8m2!3d21.5080914!4d105.7714292!16s%2Fg%2F1hcb5zglv?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1AKZLM9JATurwBPRe9MtNpQop0MSflaRH,
713,Đền Đuổm,"Đền cổ kính thờ tướng Dương Tự Minh, nằm dưới chân núi, là nơi diễn ra nhiều lễ hội dân gian.",Thái Nguyên,"Đền, Di tích lịch sử, Lễ hội địa phương, Công trình kiến trúc","https://www.google.com/maps/place/%C4%90%E1%BB%81n+%C4%90u%E1%BB%95m/@21.755181,105.7072892,17z/data=!3m1!4b1!4m6!3m5!1s0x3134d7db65c5d7c9:0x103ac32b5be1bd12!8m2!3d21.755181!4d105.7072892!16s%2Fg%2F121l0z1r?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1JTR2tjh8hNZZdzrAZokTEgLWwpxyzhcA,
714,Thác Khuôn Tát,"Thác nước tự nhiên giữa rừng núi, gắn liền với câu chuyện lịch sử về Bác Hồ tại ATK Định Hóa.",Thái Nguyên,"Thác, Thiên nhiên, Điểm ngắm cảnh tự nhiên, Đi bộ đường dài","https://www.google.com/maps/place/Th%C3%A1c+Khu%C3%B4n+T%C3%A1t/@21.7935789,105.5114803,17z/data=!3m1!4b1!4m6!3m5!1s0x3134cc0558319f7f:0x375f5ed07c17e84d!8m2!3d21.7935789!4d105.5114803!16s%2Fg%2F121cs49z?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1l_bqI5T1nvhwM0_6TWY0NYSmnKPwcrR6,
715,Đồi chè La Bằng,"Địa điểm sống ảo cực hot với các luống chè xanh ngát trải dài, thích hợp cho picnic, ảnh cưới.",Thái Nguyên,"Làng nghề truyền thống, Thiên nhiên, Điểm chụp ảnh đẹp, Picnic","https://www.google.com/maps/place/Ch%C3%A8+La+B%E1%BA%B1ng+-+%C4%90%E1%BB%87+Nh%E1%BA%A5t+Ch%C3%A8+Th%C3%A1i+Nguy%C3%AAn/@21.6402072,105.5544852,17z/data=!4m10!1m2!2m1!1zxJDhu5NpIGNow6ggTGEgQuG6sW5n!3m6!1s0x3134c443ffffffff:0xefddb78ff05ae7e0!8m2!3d21.6385657!4d105.5572218!15sChXEkOG7k2kgY2jDqCBMYSBC4bqxbmdaFyIVxJHhu5NpIGNow6ggbGEgYuG6sW5nkgEUYWdyaWN1bHR1cmFsX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjRiRmxtYkdGbkVBReABAPoBBAgAECc!16s%2Fg%2F11fxw5f9v5?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",16kY-narKfeyNflFioMq30w7GaopeHRzK,
716,Thác nước Suối Tiên,"Dòng suối nhỏ hiền hòa nằm sâu trong rừng, với nước trong mát quanh năm, thích hợp cho nghỉ ngơi thư giãn.",Thái Nguyên,"Sông, Thiên nhiên, Picnic, Đi xe đạp tham quan","https://www.google.com/maps/place/Th%C3%A1c+N%C6%B0%E1%BB%9Bc+Su%E1%BB%91i+Ti%C3%AAn/@21.7874792,105.8241434,17z/data=!3m1!4b1!4m6!3m5!1s0x31352b072eb2a8dd:0xb84f24086e93e78a!8m2!3d21.7874792!4d105.8241434!16s%2Fg%2F11gj74xx5_?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1N0apNCqPQzqD7zUHLyAzL35PJ4yHeZex,
